timestamp,src_ip,dst_ip,dst_port,bytes_out,bytes_in,status_code,endpoint,protocol,duration_sec,failed_logins_1min,unique_dst_ips_5min,connection_interval_std,bytes_out_per_min,same_dst_ip_streak,is_external_dst,hour_of_day,label
2026-04-17T06:23:30.883394,10.0.0.31,10.0.10.12,8080,10739,5177,200,/api/products,UDP,1.89,0,4,51.09,1052,0,0,4,benign
2026-04-17T07:33:47.302232,10.0.5.31,10.0.0.31,8080,552,1784,200,/favicon.ico,UDP,1.61,0,3,63.64,466,0,0,5,benign
2026-04-17T04:46:21.104776,10.0.6.35,10.0.11.5,443,390,3090,200,/api/products,TCP,4.27,0,1,62.35,2222,1,0,2,benign
2026-04-17T04:51:32.041411,10.0.12.51,203.187.189.187,8080,173,3995,200,/favicon.ico,TCP,6.89,0,4,57.07,125,1,1,2,benign
2026-04-17T02:47:14.720000,192.168.1.45,10.0.0.5,443,282,186,401,/api/login,TCP,0.095,65,1,0.245,102103,65,0,2,brute_force
2026-04-17T15:01:34.712729,10.0.6.37,10.0.4.56,8080,1464,7109,200,/logout,TCP,7.96,0,1,24.41,1209,0,0,13,benign
2026-04-17T12:46:44.363159,10.0.4.7,10.0.1.13,443,19581,3378,200,/api/products,TCP,5.13,0,2,45.47,1617,0,0,10,benign
2026-04-17T18:58:16.491728,10.0.13.3,10.0.14.30,3000,2743,825,302,/api/user,TCP,3.95,0,1,78.02,946,0,0,16,benign
2026-04-17T04:15:17.356194,10.0.1.33,185.220.101.47,443,1470541,207,200,/upload,TCP,5.94,0,1,13.53,2498032,132,1,2,data_exfiltration
2026-04-18T01:03:49.841079,10.0.11.54,10.0.8.47,443,77,434,200,/profile,TCP,6.04,0,3,22.98,1283,0,0,23,benign
2026-04-17T02:08:19.628666,10.0.0.200,10.0.10.28,5432,103,20,200,/,TCP,0.011,0,50,1.185,13512,0,0,2,benign
2026-04-17T03:39:10.072787,10.0.2.33,10.0.10.51,80,16639,839,200,/logout,TCP,1.82,0,1,93.6,1203,2,0,1,benign
2026-04-17T17:11:20.055323,10.0.11.9,203.189.120.119,443,3188,5104,200,/api/data,TCP,6.65,0,4,29.31,620,2,1,15,benign
2026-04-18T00:35:37.287175,10.0.1.39,10.0.10.26,80,15704,548,200,/dashboard,UDP,5.47,0,1,87.11,171,0,0,22,benign
2026-04-17T03:30:37.666945,10.5.0.12,10.0.0.5,443,356,185,401,/api/login,TCP,0.11,2,1,7.55,1888,182,0,1,brute_force
2026-04-17T19:26:20.034129,10.0.2.6,10.0.0.30,3000,427,524,200,/dashboard,TCP,6.55,0,1,41.58,1715,2,0,17,benign
2026-04-17T13:19:05.709544,10.0.2.53,10.0.6.53,3000,6074,21606,200,/api/cart,UDP,2.75,0,2,111.53,819,0,0,11,benign
2026-04-17T17:50:50.659466,10.0.6.31,10.0.10.54,3000,367,5532,302,/api/data,UDP,5.36,0,4,116.42,3157,0,0,15,benign
2026-04-17T02:10:29.435463,10.99.0.45,10.0.0.5,443,530,278,200,/api/test,TCP,0.133,0,1,0.139,217605,295,0,2,benign
2026-04-17T19:18:03.402368,10.0.14.14,10.0.14.30,8080,1721,2464,302,/checkout,TCP,1.51,0,2,30.72,3000,2,0,17,benign
2026-04-17T13:01:02.409255,10.0.10.48,10.0.13.23,8080,16804,3152,200,/home,TCP,2.07,0,4,47.14,1483,1,0,11,benign
2026-04-17T17:22:43.880776,10.0.10.4,10.0.6.14,3000,63903,5388,200,/api/user,TCP,6.92,0,2,37.92,6909,2,0,15,benign
2026-04-17T04:45:31.379672,10.0.2.77,91.108.4.200,443,99022,299,200,/api/sync,TCP,2.99,0,1,22.33,351126,332,1,2,data_exfiltration
2026-04-17T04:29:07.062241,10.0.11.25,10.0.10.25,443,487,1975,200,/static/css,UDP,7.84,0,2,43.73,3688,1,0,2,benign
2026-04-17T06:08:15.212614,10.0.9.52,10.0.8.57,443,4883,384,200,/checkout,TCP,3.22,0,4,37.63,2032,0,0,4,benign
2026-04-17T12:37:43.619727,10.0.14.24,10.0.8.48,8080,1481,97224,200,/static/css,TCP,3.09,0,4,92.75,1056,1,0,10,benign
2026-04-17T02:47:19.550000,192.168.1.45,10.0.0.5,443,379,223,401,/api/login,TCP,0.125,86,1,0.303,90361,86,0,2,brute_force
2026-04-17T12:16:28.354178,10.0.3.34,10.0.2.26,8080,2663,4480,200,/api/user,TCP,3.55,0,3,46.14,2557,2,0,10,benign
2026-04-17T20:55:48.116204,10.0.9.4,10.0.2.48,80,2159,7706,200,/home,TCP,3.71,0,2,87.68,586,2,0,18,benign
2026-04-17T06:25:17.573102,10.0.5.50,10.0.14.53,443,541,22043,200,/api/data,TCP,6.2,0,2,18.25,1282,2,0,4,benign
2026-04-17T15:39:28.277585,10.0.12.1,10.0.8.39,443,936,1848,200,/checkout,TCP,5.05,0,2,65.96,436,1,0,13,benign
2026-04-17T22:19:06.742905,10.0.1.59,10.0.0.32,3000,3151,1875,200,/home,UDP,6.1,0,4,64.76,1948,2,0,20,benign
2026-04-17T02:41:22.125417,10.0.0.8,203.0.113.50,443,74163541,892,200,/api/backup,TCP,43.3,0,1,7.54,23762617,51,1,2,benign
2026-04-17T06:06:07.193296,10.0.11.17,10.0.13.24,443,6450,805,404,/home,TCP,2.73,0,3,67.77,2921,0,0,4,benign
2026-04-17T20:01:50.339663,10.0.11.57,10.0.9.59,443,5270,3849,200,/dashboard,TCP,2.42,0,4,100.53,1718,2,0,18,benign
2026-04-17T05:49:35.733774,10.5.0.12,10.0.0.5,443,338,166,401,/api/login,TCP,0.12,2,1,6.58,1705,460,0,3,brute_force
2026-04-17T08:28:21.572695,10.0.6.11,10.0.4.56,443,795,20095,200,/checkout,TCP,1.36,0,2,63.65,3056,1,0,6,benign
2026-04-17T02:47:46.920000,192.168.1.45,10.0.0.5,443,371,230,401,/api/login,TCP,0.131,205,1,0.344,96564,205,0,2,brute_force
2026-04-18T00:28:43.688128,10.0.12.42,10.0.13.24,8080,2031,1537,500,/api/user,TCP,2.82,0,3,44.59,370,1,0,22,benign
2026-04-17T02:35:36.290505,10.0.1.33,185.220.101.47,443,105,78,200,/beacon,TCP,0.11,0,1,0.84,136,37,1,0,c2_beacon
2026-04-17T23:06:28.450231,10.0.4.22,10.0.3.34,443,126,7405,200,/search,TCP,2.63,0,4,68.0,1057,1,0,21,benign
2026-04-17T11:11:27.787886,10.0.13.4,10.0.4.23,3000,1180,5454,200,/home,UDP,1.02,0,1,118.72,2740,1,0,9,benign
2026-04-17T23:21:07.927700,10.0.3.57,10.0.3.32,8080,14346,2308,200,/static/css,TCP,4.56,0,3,63.23,570,1,0,21,benign
2026-04-17T11:32:57.561296,10.0.11.21,10.0.5.40,8080,3655,5319,200,/api/data,TCP,6.3,0,2,67.76,1043,1,0,9,benign
2026-04-17T18:44:17.192177,10.0.11.7,10.0.6.40,443,553,12574,200,/search,TCP,1.39,0,3,87.79,374,0,0,16,benign
2026-04-17T02:49:01.670000,192.168.1.45,10.0.0.5,443,326,191,401,/api/login,TCP,0.057,530,1,0.26,96992,530,0,2,brute_force
2026-04-17T20:18:45.406064,10.0.5.44,10.0.0.1,443,1397,9187,200,/checkout,TCP,1.49,0,2,26.54,769,0,0,18,benign
2026-04-17T11:42:45.887830,10.0.1.25,10.0.7.49,443,1279,736,200,/favicon.ico,UDP,3.94,0,4,61.78,485,1,0,9,benign
2026-04-17T22:46:01.578073,10.0.0.35,10.0.14.48,3000,1939,12933,200,/api/cart,TCP,3.35,0,1,113.7,3900,0,0,20,benign
2026-04-17T23:17:47.076633,10.0.14.47,10.0.13.42,443,328,34601,200,/api/products,TCP,6.37,0,1,54.28,1211,0,0,21,benign
2026-04-17T08:29:14.734109,10.0.8.20,10.0.12.1,443,3560,1001,302,/favicon.ico,UDP,2.55,0,4,75.39,843,2,0,6,benign
2026-04-17T15:32:15.190427,10.0.13.39,10.0.13.7,3000,1425,12423,200,/search,TCP,0.87,0,2,106.72,1669,1,0,13,benign
2026-04-17T10:57:22.452838,10.0.8.23,10.0.7.19,80,2168,1404,200,/profile,TCP,4.02,0,1,44.6,447,2,0,8,benign
2026-04-17T13:35:36.195696,10.0.5.51,203.21.83.248,80,355,1246,200,/home,TCP,0.49,0,4,16.03,721,2,1,11,benign
2026-04-17T14:42:51.933474,10.0.0.25,10.0.2.46,8080,3384,1663,200,/api/data,TCP,0.08,0,1,48.67,454,2,0,12,benign
2026-04-17T16:43:06.046672,10.0.13.11,10.0.2.12,3000,5631,3201,200,/api/data,TCP,2.34,0,4,98.99,1673,1,0,14,benign
2026-04-17T02:18:45.763860,172.16.0.99,10.0.7.26,27017,79,55,403,/,TCP,0.0139,0,50,0.622,3575,0,0,2,lateral_movement
2026-04-17T04:41:51.496652,10.0.12.40,10.0.12.28,443,3611,10739,301,/profile,TCP,7.46,0,4,50.8,443,2,0,2,benign
2026-04-17T21:36:27.371092,10.0.3.38,10.0.2.47,443,1595,12580,302,/api/products,TCP,2.89,0,3,96.51,693,1,0,19,benign
2026-04-17T23:58:21.418391,10.0.3.58,10.0.11.22,80,234,215,200,/dashboard,TCP,5.68,0,3,31.25,557,1,0,21,benign
2026-04-17T15:34:52.166963,10.0.7.37,10.0.8.50,443,14719,2008,200,/static/css,UDP,6.66,0,1,44.7,108,2,0,13,benign
2026-04-17T18:41:03.590834,10.0.4.33,10.0.7.1,80,1124,1577,200,/api/products,UDP,4.42,0,2,86.7,171,0,0,16,benign
2026-04-17T21:30:58.196569,10.0.5.53,10.0.1.50,443,5488,5000,200,/profile,TCP,7.51,0,3,28.78,718,0,0,19,benign
2026-04-17T22:38:37.587074,10.0.7.37,10.0.3.20,443,627,1862,302,/api/user,TCP,5.19,0,1,92.21,5182,2,0,20,benign
2026-04-17T18:10:30.917062,10.0.3.21,10.0.11.15,3000,10081,2017,200,/profile,TCP,5.58,0,4,37.62,337,1,0,16,benign
2026-04-17T12:27:53.172495,10.0.5.20,10.0.4.46,8080,12758,1487,200,/api/user,TCP,7.07,0,4,38.97,891,1,0,10,benign
2026-04-17T10:03:23.036694,10.0.11.3,10.0.8.6,443,3389,6549,200,/api/user,UDP,3.58,0,4,71.53,710,2,0,8,benign
2026-04-17T10:44:35.945658,10.0.9.57,10.0.14.24,8080,1046,3174,302,/profile,TCP,6.28,0,4,29.67,468,2,0,8,benign
2026-04-17T05:56:27.929435,10.0.10.14,10.0.13.38,8080,4253,4472,301,/logout,UDP,0.82,0,4,83.87,288,0,0,3,benign
2026-04-17T14:57:22.527670,10.0.2.33,10.0.9.29,443,889,4027,200,/favicon.ico,TCP,0.23,0,2,50.9,1305,2,0,12,benign
2026-04-17T16:47:17.669293,10.0.7.51,10.0.4.25,443,5046,14943,200,/api/cart,UDP,7.31,0,3,119.07,1172,0,0,14,benign
2026-04-17T11:36:51.247909,10.0.3.55,10.0.13.21,80,37393,5949,200,/static/css,TCP,1.34,0,4,57.87,3280,0,0,9,benign
2026-04-17T16:12:53.071318,10.0.5.12,10.0.0.29,8080,2528,3378,200,/api/user,TCP,4.45,0,4,82.4,1036,1,0,14,benign
2026-04-17T21:33:43.973921,10.0.6.40,10.0.14.39,8080,2126,2283,301,/profile,UDP,1.05,0,4,28.32,3648,2,0,19,benign
2026-04-17T16:40:07.434441,10.0.11.38,10.0.5.49,8080,702,2876,200,/home,TCP,0.47,0,1,15.51,324,2,0,14,benign
2026-04-17T15:20:35.894976,10.0.12.23,10.0.5.33,80,2102,860,200,/search,UDP,7.51,0,3,89.96,11132,1,0,13,benign
2026-04-17T20:09:46.901107,10.0.4.1,10.0.1.43,3000,196,2434,404,/api/products,UDP,2.08,0,1,101.07,12728,1,0,18,benign
2026-04-17T13:27:14.494808,10.0.7.49,10.0.11.33,3000,5590,7437,404,/favicon.ico,UDP,4.07,0,2,80.15,5161,0,0,11,benign
2026-04-17T17:33:59.358552,10.0.14.23,10.0.3.48,443,2364,1649,302,/profile,TCP,2.35,0,1,93.64,202,1,0,15,benign
2026-04-17T03:39:41.015194,10.0.4.25,10.0.11.28,8080,592,10085,200,/favicon.ico,UDP,6.07,0,1,102.03,454,2,0,1,benign
2026-04-17T15:16:19.130699,10.0.2.10,10.0.7.7,80,95,19238,200,/api/user,UDP,3.9,0,3,93.67,4173,0,0,13,benign
2026-04-17T12:26:56.831050,10.0.11.41,10.0.1.53,443,581,2787,500,/api/user,UDP,1.86,0,4,59.67,458,2,0,10,benign
2026-04-17T02:57:50.222428,10.0.0.8,203.0.113.50,443,72811440,1234,200,/api/backup,TCP,43.8,0,1,10.65,59405535,150,1,2,benign
2026-04-17T17:56:01.956521,10.0.13.47,10.0.8.4,443,2233,4722,302,/static/css,TCP,2.71,0,1,32.87,916,1,0,15,benign
2026-04-17T22:50:47.680746,10.0.2.33,10.0.9.34,80,514,3461,404,/home,UDP,3.76,0,2,20.06,1392,0,0,20,benign
2026-04-17T15:45:19.652448,10.0.0.53,10.0.9.12,3000,1419,44565,404,/profile,TCP,2.59,0,4,97.75,1424,2,0,13,benign
2026-04-17T13:12:16.361326,10.0.11.4,10.0.5.20,443,4861,4121,200,/profile,TCP,3.06,0,1,31.0,972,2,0,11,benign
2026-04-17T02:57:28.914886,10.0.7.7,10.0.14.27,8080,4049,38034,200,/checkout,TCP,7.77,0,3,35.5,145,0,0,0,benign
2026-04-17T11:21:31.364356,10.0.8.32,10.0.2.6,443,1853,1665,301,/api/products,TCP,6.31,0,3,96.87,2187,2,0,9,benign
2026-04-17T16:34:45.118124,10.0.8.27,10.0.0.21,3000,13606,770,200,/static/css,TCP,2.47,0,4,84.41,683,1,0,14,benign
2026-04-17T16:54:16.563043,10.0.13.15,10.0.3.3,8080,735,301,200,/checkout,TCP,5.69,0,2,25.97,2280,0,0,14,benign
2026-04-17T23:22:32.379507,10.0.10.24,10.0.2.19,443,1100,5426,302,/dashboard,TCP,0.95,0,2,30.28,239,2,0,21,benign
2026-04-17T14:20:22.518105,10.0.0.15,10.0.4.6,8080,1314,2608,200,/home,TCP,6.27,0,4,44.54,4288,0,0,12,benign
2026-04-17T10:56:01.513866,10.0.10.56,10.0.11.12,3000,1753,13691,200,/api/data,TCP,7.98,0,2,109.76,1888,1,0,8,benign
2026-04-17T03:33:21.498859,10.0.10.18,10.0.3.26,80,3205,1062,200,/search,TCP,5.72,0,2,94.3,3425,1,0,1,benign
2026-04-17T02:01:39.525994,10.0.9.43,10.0.6.10,443,433,2711,200,/favicon.ico,UDP,1.97,0,1,99.04,13108,1,0,0,benign
2026-04-17T14:34:52.355857,10.0.3.36,10.0.8.14,80,12318,2085,200,/static/css,TCP,4.97,0,1,34.84,361,0,0,12,benign
2026-04-17T16:58:36.090968,10.0.4.53,10.0.10.12,443,3271,2402,200,/api/cart,TCP,7.61,0,3,60.3,619,0,0,14,benign
2026-04-17T09:51:10.101736,10.0.2.33,10.0.10.24,80,2260,11841,200,/checkout,TCP,5.14,0,3,110.41,1458,2,0,7,benign
2026-04-17T14:48:42.331033,10.0.6.21,10.0.4.49,3000,2525,47599,200,/checkout,TCP,6.86,0,2,113.95,3160,2,0,12,benign
2026-04-17T22:46:00.918517,10.0.9.22,10.0.7.18,3000,8548,10582,200,/checkout,UDP,5.09,0,1,96.76,1821,0,0,20,benign
2026-04-17T10:23:57.621443,10.0.2.20,10.0.13.19,3000,2419,13120,200,/checkout,TCP,6.97,0,3,65.58,2296,2,0,8,benign
2026-04-17T06:15:18.586871,10.0.10.42,10.0.2.31,443,1041,26494,200,/api/products,UDP,1.12,0,3,104.68,579,2,0,4,benign
2026-04-17T16:51:34.979732,10.0.12.50,10.0.0.30,443,1452,611,200,/search,TCP,2.12,0,3,72.81,196,2,0,14,benign
2026-04-17T06:02:06.768508,10.0.0.46,10.0.14.15,80,6251,5499,200,/api/data,TCP,1.16,0,2,77.2,1013,0,0,4,benign
2026-04-17T20:24:40.168282,10.0.5.54,10.0.0.10,443,616,1156,200,/profile,TCP,3.02,0,3,68.88,164,2,0,18,benign
2026-04-18T00:42:25.276657,10.0.14.16,10.0.4.56,8080,2004,16800,200,/logout,TCP,2.99,0,4,27.86,182,2,0,22,benign
2026-04-17T16:06:22.035765,10.0.0.20,10.0.0.23,443,2594,632,200,/static/css,TCP,3.52,0,1,71.48,1785,0,0,14,benign
2026-04-17T02:15:11.289800,172.16.0.99,10.0.7.43,445,56,0,404,/,TCP,0.0372,0,15,0.839,7182,0,0,2,lateral_movement
2026-04-17T12:22:54.086120,10.0.13.10,10.0.8.34,443,318,10330,200,/api/data,TCP,7.94,0,4,105.36,1182,1,0,10,benign
2026-04-17T23:15:41.451275,10.0.14.37,10.0.13.4,8080,278,1822,200,/profile,TCP,2.88,0,1,30.3,446,1,0,21,benign
2026-04-17T14:37:34.297119,10.0.10.37,10.0.14.29,8080,3364,6303,301,/dashboard,TCP,0.14,0,2,20.99,6350,0,0,12,benign
2026-04-17T17:12:03.681834,10.0.3.5,10.0.13.56,3000,6332,7903,404,/checkout,TCP,3.28,0,4,91.91,5660,0,0,15,benign
2026-04-17T22:14:17.816815,10.0.13.17,10.0.12.22,80,631,2549,200,/logout,UDP,1.45,0,4,88.27,2548,1,0,20,benign
2026-04-17T15:44:39.495059,10.0.6.45,10.0.10.57,80,3633,6502,200,/search,TCP,5.71,0,4,30.08,4488,0,0,13,benign
2026-04-17T18:57:03.425744,10.0.2.56,10.0.12.53,8080,329,4273,200,/logout,TCP,5.78,0,2,93.84,614,2,0,16,benign
2026-04-17T12:25:13.921481,10.0.5.26,10.0.4.39,443,564,2755,200,/profile,TCP,0.75,0,2,54.21,202,0,0,10,benign
2026-04-17T22:29:04.072375,10.0.8.45,10.0.11.49,80,542,1868,301,/profile,UDP,4.72,0,3,91.33,298,0,0,20,benign
2026-04-17T16:28:32.781964,10.0.6.54,10.0.13.55,443,8582,15388,200,/favicon.ico,UDP,5.46,0,3,29.65,1035,1,0,14,benign
2026-04-17T19:53:58.750086,10.0.6.24,10.0.0.19,8080,2019,3096,200,/static/css,UDP,4.97,0,1,98.59,780,1,0,17,benign
2026-04-17T10:47:49.016859,10.0.11.48,10.0.12.24,8080,12979,37,500,/api/products,TCP,2.59,0,3,61.49,2545,0,0,8,benign
2026-04-17T09:54:06.025006,10.0.8.58,10.0.9.54,8080,394,1712,200,/logout,UDP,0.16,0,2,72.59,968,2,0,7,benign
2026-04-17T20:12:15.063015,10.0.12.38,10.0.0.1,3000,933,670,200,/logout,UDP,4.52,0,4,103.3,505,0,0,18,benign
2026-04-17T03:10:48.808833,10.0.3.14,10.0.4.13,8080,606,2170,301,/logout,TCP,4.36,0,2,104.83,1472,2,0,1,benign
2026-04-17T21:58:45.612282,10.0.12.42,10.0.4.2,443,947,39135,302,/profile,TCP,7.81,0,3,117.09,3936,1,0,19,benign
2026-04-17T02:18:53.832045,172.16.0.99,10.0.2.6,27017,55,25,404,/,TCP,0.0365,0,50,0.576,6465,0,0,2,lateral_movement
2026-04-17T06:51:38.649004,10.0.10.35,10.0.2.33,443,1985,4239,200,/api/products,TCP,3.22,0,1,36.5,1221,1,0,4,benign
2026-04-18T00:50:45.645767,10.0.2.40,10.0.2.12,80,3132,1756,404,/favicon.ico,TCP,6.8,0,1,60.48,1558,1,0,22,benign
2026-04-17T15:53:55.512553,10.0.8.28,10.0.9.9,443,219,572,200,/checkout,TCP,4.69,0,4,98.96,450,1,0,13,benign
2026-04-17T02:37:55.193630,10.0.7.38,10.0.10.19,8080,671,3166,200,/dashboard,TCP,0.53,0,3,86.65,1185,2,0,0,benign
2026-04-17T02:20:55.356914,10.0.14.44,203.191.244.68,3000,3074,2408,200,/api/products,UDP,1.33,0,4,81.72,1521,0,1,0,benign
2026-04-17T06:32:17.398906,10.0.12.57,10.0.0.14,80,16600,4223,200,/api/user,TCP,3.05,0,1,55.54,920,0,0,4,benign
2026-04-17T22:05:10.910426,10.0.0.29,10.0.2.40,80,1265,998,200,/api/cart,TCP,4.61,0,3,92.99,762,0,0,20,benign
2026-04-17T11:52:56.188815,10.0.13.50,10.0.0.46,8080,18595,307,200,/api/cart,TCP,4.58,0,2,68.09,1205,1,0,9,benign
2026-04-17T23:42:44.130693,10.0.8.17,10.0.6.59,8080,3307,1265,200,/api/products,TCP,4.3,0,1,104.73,724,2,0,21,benign
2026-04-17T19:53:59.071393,10.0.1.6,10.0.11.38,8080,102,3388,200,/api/products,TCP,6.24,0,1,83.65,226,1,0,17,benign
2026-04-17T08:48:29.580025,10.0.11.35,10.0.12.2,80,5851,2398,404,/search,TCP,2.98,0,3,109.79,4081,1,0,6,benign
2026-04-17T07:27:33.005503,10.5.0.12,10.0.0.5,443,294,247,401,/api/login,TCP,0.37,2,1,7.0,1609,656,0,5,brute_force
2026-04-17T02:09:28.314935,10.0.1.2,10.0.4.44,80,14997,8165,200,/checkout,TCP,2.67,0,1,117.17,697,0,0,0,benign
2026-04-17T04:54:33.305003,10.5.0.12,10.0.0.5,443,361,166,401,/api/login,TCP,0.38,2,1,14.24,1625,350,0,2,brute_force
2026-04-17T12:44:03.676486,10.0.0.9,10.0.2.53,80,345,301,301,/dashboard,UDP,0.07,0,1,104.23,823,2,0,10,benign
2026-04-17T02:07:21.060542,10.0.0.200,10.0.0.40,22,106,34,200,/,TCP,0.064,0,50,0.752,10188,0,0,2,benign
2026-04-17T16:51:24.472575,10.0.12.5,10.0.6.15,443,2343,11918,200,/home,UDP,5.37,0,4,58.2,315,1,0,14,benign
2026-04-17T12:48:49.512242,10.0.13.34,10.0.14.29,3000,1327,927,200,/api/cart,TCP,1.07,0,4,33.74,1825,2,0,10,benign
2026-04-17T09:20:53.050550,10.0.13.22,10.0.3.17,3000,419,17542,200,/home,TCP,5.2,0,4,32.56,598,0,0,7,benign
2026-04-17T17:27:24.569049,10.0.3.52,10.0.12.41,8080,32779,587,200,/static/css,TCP,2.09,0,2,93.81,1170,2,0,15,benign
2026-04-17T17:06:48.836402,10.0.13.33,10.0.2.44,443,907,1926,200,/dashboard,TCP,1.97,0,4,61.31,798,0,0,15,benign
2026-04-17T08:02:56.091235,10.0.9.57,10.0.2.3,443,6228,474,200,/home,TCP,1.55,0,1,87.15,914,0,0,6,benign
2026-04-17T21:38:25.968952,10.0.0.35,10.0.5.5,3000,248,69095,200,/favicon.ico,UDP,0.43,0,2,84.27,1497,1,0,19,benign
2026-04-17T06:06:31.524654,10.5.0.12,10.0.0.5,443,267,218,401,/api/login,TCP,0.19,1,1,13.22,1845,494,0,4,brute_force
2026-04-17T11:57:29.275391,10.0.13.15,10.0.4.50,443,1416,8127,200,/checkout,TCP,3.37,0,3,44.25,712,1,0,9,benign
2026-04-17T08:33:11.515641,10.0.2.17,10.0.0.17,80,984,8462,301,/home,TCP,7.83,0,3,58.99,621,0,0,6,benign
2026-04-17T15:37:49.357921,10.0.14.38,10.0.7.8,443,470,1853,200,/profile,UDP,5.09,0,2,18.96,220,2,0,13,benign
2026-04-17T08:02:14.987547,10.0.14.42,10.0.7.10,3000,562,15381,200,/api/user,UDP,1.09,0,3,110.62,830,0,0,6,benign
2026-04-17T16:26:53.397414,10.0.2.2,203.74.142.217,443,1025,6933,200,/api/cart,TCP,0.87,0,1,73.29,279,2,1,14,benign
2026-04-17T23:56:25.656411,10.0.6.42,10.0.3.10,443,2695,526,404,/api/user,UDP,3.85,0,3,45.3,856,1,0,21,benign
2026-04-17T17:14:22.249961,10.0.6.24,10.0.12.6,8080,269,258,302,/logout,TCP,1.98,0,1,111.75,7122,1,0,15,benign
2026-04-17T02:48:00.720000,192.168.1.45,10.0.0.5,443,334,245,401,/api/login,TCP,0.15,265,1,0.107,109550,265,0,2,brute_force
2026-04-18T00:47:52.528741,10.0.12.16,10.0.7.10,3000,569,3016,200,/api/cart,UDP,4.04,0,4,70.44,972,2,0,22,benign
2026-04-17T17:53:49.511761,10.0.0.42,10.0.1.58,80,4188,2006,200,/home,UDP,4.87,0,1,90.19,1688,0,0,15,benign
2026-04-17T03:35:21.355334,10.0.10.3,10.0.5.25,80,616,340,302,/search,UDP,1.66,0,1,101.56,2598,2,0,1,benign
2026-04-17T15:16:34.334074,10.0.14.35,10.0.7.53,3000,564,5000,200,/logout,UDP,0.98,0,2,15.21,816,1,0,13,benign
2026-04-17T18:21:38.220981,10.0.12.14,10.0.6.41,3000,449,1322,200,/search,TCP,2.21,0,1,54.65,1129,2,0,16,benign
2026-04-17T07:09:44.026499,10.0.3.20,10.0.3.14,8080,625,6489,200,/checkout,TCP,1.42,0,4,79.42,1754,2,0,5,benign
2026-04-17T14:09:19.214769,10.0.9.19,10.0.11.46,443,1746,1478,301,/logout,TCP,5.9,0,4,38.06,5580,0,0,12,benign
2026-04-17T19:26:51.031925,10.0.13.51,10.0.3.20,443,2030,915,200,/search,TCP,2.29,0,2,33.4,718,2,0,17,benign
2026-04-17T13:51:33.268633,10.0.8.15,10.0.1.8,443,889,10608,200,/checkout,TCP,0.82,0,3,29.94,1532,0,0,11,benign
2026-04-18T00:11:48.753181,10.0.5.59,10.0.0.1,8080,565,4116,200,/api/products,UDP,2.0,0,3,20.28,2327,0,0,22,benign
2026-04-17T02:50:20.792629,10.0.0.8,203.0.113.50,443,37094064,1127,200,/api/backup,TCP,27.3,0,1,11.59,60308411,105,1,2,benign
2026-04-17T19:09:31.948597,10.0.10.24,10.0.2.1,8080,2499,33463,200,/api/user,TCP,4.89,0,4,45.07,2201,1,0,17,benign
2026-04-17T02:47:30.289448,10.0.0.8,203.0.113.50,443,33531347,1664,200,/api/backup,TCP,20.2,0,1,6.16,31656005,88,1,2,benign
2026-04-17T23:22:49.023924,10.0.5.24,10.0.11.36,80,1218,1835,302,/api/data,TCP,7.65,0,1,117.48,3170,2,0,21,benign
2026-04-18T01:50:07.699610,10.0.5.31,203.187.133.33,8080,4356,2301,200,/dashboard,TCP,7.98,0,4,106.13,2203,0,1,23,benign
2026-04-17T19:22:17.770213,10.0.12.42,10.0.12.44,8080,943,2839,200,/search,TCP,6.99,0,4,60.99,711,2,0,17,benign
2026-04-17T07:27:26.088280,10.0.10.32,10.0.2.45,443,3519,594,200,/search,TCP,3.31,0,3,100.66,1055,0,0,5,benign
2026-04-17T06:04:33.452863,10.5.0.12,10.0.0.5,443,366,184,401,/api/login,TCP,0.11,3,1,7.95,1314,490,0,4,brute_force
2026-04-17T20:26:57.738501,10.0.8.22,10.0.2.47,8080,4630,484,200,/profile,TCP,2.3,0,4,100.73,858,2,0,18,benign
2026-04-17T04:15:08.881883,10.0.13.21,10.0.9.21,8080,30997,1549,200,/api/products,TCP,7.35,0,2,105.19,1692,2,0,2,benign
2026-04-18T01:11:35.837298,10.0.9.45,10.0.0.9,443,31475,37985,200,/dashboard,TCP,6.55,0,4,100.8,5021,1,0,23,benign
2026-04-17T02:48:47.410000,192.168.1.45,10.0.0.5,443,404,228,401,/api/login,TCP,0.072,468,1,0.282,90304,468,0,2,brute_force
2026-04-17T06:27:00.301554,10.0.6.18,10.0.3.55,443,2340,6624,200,/logout,TCP,4.99,0,3,81.96,561,0,0,4,benign
2026-04-17T11:10:03.663114,10.0.5.43,10.0.1.37,443,544,980,200,/search,TCP,1.71,0,4,55.44,328,1,0,9,benign
2026-04-18T00:38:33.553491,10.0.9.41,10.0.6.58,80,6364,5384,200,/api/products,TCP,3.21,0,1,44.3,851,1,0,22,benign
2026-04-17T02:58:13.307805,192.168.1.45,10.0.4.12,445,313,72,200,/rdp,TCP,1.13,0,12,4.82,22197,0,0,2,lateral_movement
2026-04-17T19:03:35.117294,10.0.5.17,10.0.10.1,3000,497,569,200,/api/data,TCP,2.06,0,1,20.23,1296,2,0,17,benign
2026-04-17T13:13:45.086988,10.0.3.36,10.0.1.51,80,670,14089,200,/api/cart,TCP,1.85,0,3,59.54,149,0,0,11,benign
